Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2015,2017,2019
TUN,Tunisia,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,59,89,46
TUN,Tunisia,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.53,2.34,2.49
TUN,Tunisia,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,77,85,82
TUN,Tunisia,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.02,2.71,2.78
TUN,Tunisia,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,94,95,99
TUN,Tunisia,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,4.54,4.08,4.14
TUN,Tunisia,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,61,69,68
TUN,Tunisia,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.36,2.55,2.55
TUN,Tunisia,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,105,94,90
TUN,Tunisia,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.58,1.55,1.45
TUN,Tunisia,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,70,83,90
TUR,Turkey,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.08,4.14,4.22
TUR,Turkey,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,44,44,43
TUR,Turkey,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,4.53,4.51,4.6
TUR,Turkey,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,78,82,82
TUR,Turkey,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.98,4.18,4.55
TUR,Turkey,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,85,75,56
TUR,Turkey,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,4.52,4.34,4.45
TUR,Turkey,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,39,38,38
TUR,Turkey,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,3.31,3.54,3.3
TUR,Turkey,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,29,26,27
TUR,Turkey,3534,"WEF Business environment, 1-7 (best)",Value,4.54,4.49,4.4
TUR,Turkey,3535,"WEF Business environment, 1-7 (best)",Rank,59,63,71
TUR,Turkey,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.23,,4.31
TUR,Turkey,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,121,,125
TUR,Turkey,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.41,5.43,5.48
TUR,Turkey,3539,"WEF Health and hygiene, 1-7 (best)",Rank,63,64,65
TUR,Turkey,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.3,4.26,4.18
TUR,Turkey,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,88,94,97
TUR,Turkey,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,4.17,4.31,4.64
TUR,Turkey,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,68,72,71
TUR,Turkey,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.39,4.32,5.08
TUR,Turkey,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,83,87,61
TUR,Turkey,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.34,3.86,3.83
TUR,Turkey,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,61,50,52
TUR,Turkey,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.37,4.86,5.62
TUR,Turkey,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,94,70,48
TUR,Turkey,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.83,3.68,3.67
TUR,Turkey,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,95,112,126
TUR,Turkey,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,4.66,4.74,4.74
TUR,Turkey,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,16,14,20
TUR,Turkey,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.88,3.54,3.56
TUR,Turkey,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,54,54,56
TUR,Turkey,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,5.04,4.74,5.04
TUR,Turkey,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,38,42,37
TUR,Turkey,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.78,2.98,2.77
TUR,Turkey,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,73,70,77
TUR,Turkey,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,3.83,4.1,3.82
TUR,Turkey,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,16,16,17
TWN,"Taiwan, China",3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,,,4.33
TWN,"Taiwan, China",3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,,,37
TWN,"Taiwan, China",3526,"WEF Enabling environment subindex, 1-7 (best)",Value,,,5.62
TWN,"Taiwan, China",3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,,,25
TWN,"Taiwan, China",3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,,,4.53
TWN,"Taiwan, China",3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,,,61
TWN,"Taiwan, China",3530,"WEF Infrastructure subindex, 1-7 (best)",Value,,,4.59
TWN,"Taiwan, China",3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,,,34
TWN,"Taiwan, China",3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,,,2.6
TWN,"Taiwan, China",3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,,,58
TWN,"Taiwan, China",3534,"WEF Business environment, 1-7 (best)",Value,,,5.15
TWN,"Taiwan, China",3535,"WEF Business environment, 1-7 (best)",Rank,,,26
TWN,"Taiwan, China",3536,"WEF Safety and security pillar, 1-7 (best)",Value,,,5.98
TWN,"Taiwan, China",3537,"WEF Safety and security pillar, 1-7 (best)",Rank,,,26
TWN,"Taiwan, China",3538,"WEF Health and hygiene, 1-7 (best)",Value,,,6.01
TWN,"Taiwan, China",3539,"WEF Health and hygiene, 1-7 (best)",Rank,,,43
TWN,"Taiwan, China",3540,"WEF Human resources and labour market, 1-7 (best)",Value,,,5.3
TWN,"Taiwan, China",3541,"WEF Human resources and labour market, 1-7 (best)",Rank,,,18
TWN,"Taiwan, China",3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,,,5.65
TWN,"Taiwan, China",3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,,,34
TWN,"Taiwan, China",3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,,,4.85
TWN,"Taiwan, China",3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,,,73
TWN,"Taiwan, China",3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,,,3.65
TWN,"Taiwan, China",3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,,,60
TWN,"Taiwan, China",3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,,,5.36
TWN,"Taiwan, China",3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,,,78
TWN,"Taiwan, China",3554,"WEF Environmental sustainability, 1-7 (best)",Value,,,4.43
TWN,"Taiwan, China",3555,"WEF Environmental sustainability, 1-7 (best)",Rank,,,45
TWN,"Taiwan, China",3556,"WEF Air transport infrastructure, 1-7 (best)",Value,,,3.86
TWN,"Taiwan, China",3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,,,40
TWN,"Taiwan, China",3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,,,5.13
TWN,"Taiwan, China",3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,,,16
TWN,"Taiwan, China",3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,,,4.76
TWN,"Taiwan, China",3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,,,48
TWN,"Taiwan, China",3562,"WEF Natural resources pillar, 1-7 (best)",Value,,,2.58
TWN,"Taiwan, China",3563,"WEF Natural resources pillar, 1-7 (best)",Rank,,,87
TWN,"Taiwan, China",3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,,,2.62
TWN,"Taiwan, China",3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,,,36
TZA,Tanzania,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.35,3.45,3.43
TZA,Tanzania,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,93,91,95
TZA,Tanzania,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.6,3.68,3.74
TZA,Tanzania,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,124,123,120
TZA,Tanzania,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.18,4.42,4.51
TZA,Tanzania,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,67,50,65
TZA,Tanzania,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.4,2.48,2.48
TZA,Tanzania,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,119,106,110
TZA,Tanzania,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,3.22,3.22,3
TZA,Tanzania,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,31,36,39
TZA,Tanzania,3534,"WEF Business environment, 1-7 (best)",Value,3.97,4.15,4.02
TZA,Tanzania,3535,"WEF Business environment, 1-7 (best)",Rank,111,102,108
TZA,Tanzania,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.85,,5.15
TZA,Tanzania,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,100,,97
TZA,Tanzania,3538,"WEF Health and hygiene, 1-7 (best)",Value,2.68,2.93,2.96
TZA,Tanzania,3539,"WEF Health and hygiene, 1-7 (best)",Rank,136,125,126
TZA,Tanzania,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.03,3.57,3.64
TZA,Tanzania,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,110,131,125
TZA,Tanzania,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,2.48,2.7,2.92
TZA,Tanzania,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,123,121,125
TZA,Tanzania,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.83,4.84,4.7
TZA,Tanzania,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,51,45,84
TZA,Tanzania,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.25,3.25,3.27
TZA,Tanzania,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,62,64,70
TZA,Tanzania,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.87,5.35,5.51
TZA,Tanzania,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,56,34,65
TZA,Tanzania,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.78,4.22,4.39
TZA,Tanzania,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,99,58,50
TZA,Tanzania,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,1.94,2.03,2.24
TZA,Tanzania,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,116,106,94
TZA,Tanzania,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.56,2.57,2.81
TZA,Tanzania,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,120,102,95
TZA,Tanzania,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,2.7,2.85,2.39
TZA,Tanzania,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,115,103,120
TZA,Tanzania,3562,"WEF Natural resources pillar, 1-7 (best)",Value,4.91,4.93,4.75
TZA,Tanzania,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,7,8,12
TZA,Tanzania,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.54,1.5,1.25
TZA,Tanzania,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,74,86,112
UGA,Uganda,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.11,3.2,3.19
UGA,Uganda,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,114,106,112
UGA,Uganda,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.61,3.69,3.7
UGA,Uganda,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,122,122,124
UGA,Uganda,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.96,4.11,4.3
UGA,Uganda,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,87,82,88
UGA,Uganda,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.36,2.37,2.16
UGA,Uganda,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,123,110,124
UGA,Uganda,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.5,2.65,2.61
UGA,Uganda,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,59,57,55
UGA,Uganda,3534,"WEF Business environment, 1-7 (best)",Value,3.87,4.28,4.19
UGA,Uganda,3535,"WEF Business environment, 1-7 (best)",Rank,117,87,95
UGA,Uganda,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.62,,4.68
UGA,Uganda,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,109,,116
UGA,Uganda,3538,"WEF Health and hygiene, 1-7 (best)",Value,2.72,2.75,2.53
UGA,Uganda,3539,"WEF Health and hygiene, 1-7 (best)",Rank,135,130,136
UGA,Uganda,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.11,3.98,4.15
UGA,Uganda,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,104,115,98
UGA,Uganda,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,2.72,2.8,2.95
UGA,Uganda,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,118,119,124
UGA,Uganda,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.04,4.07,4.8
UGA,Uganda,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,103,99,77
UGA,Uganda,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.03,3.03,3.03
UGA,Uganda,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,72,69,82
UGA,Uganda,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.82,4.97,5.68
UGA,Uganda,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,61,60,39
UGA,Uganda,3554,"WEF Environmental sustainability, 1-7 (best)",Value,,4.35,4.2
UGA,Uganda,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,80,46,83
UGA,Uganda,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,1.81,1.78,1.74
UGA,Uganda,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,125,121,127
UGA,Uganda,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.65,2.28,2.45
UGA,Uganda,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,112,117,113
UGA,Uganda,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,2.61,3.05,2.28
UGA,Uganda,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,121,100,124
UGA,Uganda,3562,"WEF Natural resources pillar, 1-7 (best)",Value,3.51,3.73,3.7
UGA,Uganda,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,45,44,38
UGA,Uganda,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.5,1.58,1.52
UGA,Uganda,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,82,79,81
UKR,Ukraine,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,,3.5,3.72
UKR,Ukraine,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,,88,78
UKR,Ukraine,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,,4.58,4.96
UKR,Ukraine,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,,78,65
UKR,Ukraine,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,,4.07,4.45
UKR,Ukraine,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,,85,70
UKR,Ukraine,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,,3.13,3.39
UKR,Ukraine,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,,79,73
UKR,Ukraine,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,,2.2,2.08
UKR,Ukraine,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,,88,89
UKR,Ukraine,3534,"WEF Business environment, 1-7 (best)",Value,,3.71,4.11
UKR,Ukraine,3535,"WEF Business environment, 1-7 (best)",Rank,,124,103
UKR,Ukraine,3536,"WEF Safety and security pillar, 1-7 (best)",Value,,,4.84
UKR,Ukraine,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,,,107
UKR,Ukraine,3538,"WEF Health and hygiene, 1-7 (best)",Value,,6.63,6.52
UKR,Ukraine,3539,"WEF Health and hygiene, 1-7 (best)",Rank,,8,11
UKR,Ukraine,3540,"WEF Human resources and labour market, 1-7 (best)",Value,,4.89,4.83
UKR,Ukraine,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,,41,48
UKR,Ukraine,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,,4.15,4.52
UKR,Ukraine,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,,81,78
UKR,Ukraine,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,,4.29,3.53
UKR,Ukraine,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,,90,124
UKR,Ukraine,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,,2.94,3.73
UKR,Ukraine,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,,78,55
UKR,Ukraine,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,,5.19,5.9
UKR,Ukraine,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,,45,19
UKR,Ukraine,3554,"WEF Environmental sustainability, 1-7 (best)",Value,,3.86,3.88
UKR,Ukraine,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,,97,114
UKR,Ukraine,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,,2.4,2.74
UKR,Ukraine,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,,79,71
UKR,Ukraine,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,,3.01,3.14
UKR,Ukraine,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,,81,77
UKR,Ukraine,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,,4,4.29
UKR,Ukraine,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,,71,65
UKR,Ukraine,3562,"WEF Natural resources pillar, 1-7 (best)",Value,,2.26,2.23
UKR,Ukraine,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,,115,116
UKR,Ukraine,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,,2.14,1.94
UKR,Ukraine,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,,51,55
URY,Uruguay,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.65,3.61,3.77
URY,Uruguay,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,73,77,74
URY,Uruguay,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.09,5.22,5.26
URY,Uruguay,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,51,44,49
URY,Uruguay,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.28,3.98,4.36
URY,Uruguay,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,51,98,81
URY,Uruguay,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,3.14,3.08,3.3
URY,Uruguay,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,83,80,75
URY,Uruguay,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.1,2.18,2.14
URY,Uruguay,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,86,90,85
URY,Uruguay,3534,"WEF Business environment, 1-7 (best)",Value,4.58,4.62,4.39
URY,Uruguay,3535,"WEF Business environment, 1-7 (best)",Rank,54,55,73
URY,Uruguay,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.45,,5.3
URY,Uruguay,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,60,,85
URY,Uruguay,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.96,5.97,6.18
URY,Uruguay,3539,"WEF Health and hygiene, 1-7 (best)",Rank,45,45,34
URY,Uruguay,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.5,4.6,4.66
URY,Uruguay,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,69,68,61
URY,Uruguay,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,4.94,5.45,5.74
URY,Uruguay,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,42,34,29
URY,Uruguay,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,5.43,5.27,5.37
URY,Uruguay,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,21,23,46
URY,Uruguay,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,2.75,2.75,2.96
URY,Uruguay,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,86,90,88
URY,Uruguay,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.2,3.97,4.96
URY,Uruguay,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,107,123,105
URY,Uruguay,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.72,3.93,4.23
URY,Uruguay,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,21,90,78
URY,Uruguay,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.15,2.06,2.3
URY,Uruguay,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,100,102,92
URY,Uruguay,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.17,2.78,2.79
URY,Uruguay,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,85,93,97
URY,Uruguay,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,4.1,4.39,4.82
URY,Uruguay,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,76,61,44
URY,Uruguay,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.4,2.53,2.5
URY,Uruguay,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,103,96,96
URY,Uruguay,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.79,1.82,1.78
URY,Uruguay,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,58,63,63
USA,United States,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,5.12,5.12,5.25
USA,United States,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,4,6,5
USA,United States,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.47,5.57,5.8
USA,United States,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,24,25,16
USA,United States,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.33,4.34,4.58
USA,United States,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,38,58,52
USA,United States,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,5.64,5.71,5.78
USA,United States,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,3,1,1
USA,United States,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,5.03,4.87,4.85
USA,United States,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,10,11,12
USA,United States,3534,"WEF Business environment, 1-7 (best)",Value,5.28,5.44,5.81
USA,United States,3535,"WEF Business environment, 1-7 (best)",Rank,19,16,4
USA,United States,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.32,,5.63
USA,United States,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,73,,55
USA,United States,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.7,5.71,5.75
USA,United States,3539,"WEF Health and hygiene, 1-7 (best)",Rank,56,56,51
USA,United States,3540,"WEF Human resources and labour market, 1-7 (best)",Value,5.28,5.49,5.85
USA,United States,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,11,13,1
USA,United States,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,5.76,5.97,5.96
USA,United States,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,14,19,18
USA,United States,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,5.47,5.33,5.98
USA,United States,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,17,20,19
USA,United States,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,4.02,4.02,4.02
USA,United States,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,32,38,37
USA,United States,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.27,4.36,4.71
USA,United States,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,102,106,119
USA,United States,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.56,3.65,4.07
USA,United States,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,111,115,100
USA,United States,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,5.95,5.96,5.93
USA,United States,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,2,2,3
USA,United States,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,4.67,4.59,4.86
USA,United States,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,31,26,18
USA,United States,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,6.3,6.59,6.56
USA,United States,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,7,3,4
USA,United States,3562,"WEF Natural resources pillar, 1-7 (best)",Value,5.27,4.9,5
USA,United States,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,3,10,5
USA,United States,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,4.79,4.84,4.7
USA,United States,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,13,13,12
VEN,"Venezuela, RB",3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.18,3.28,3.13
VEN,"Venezuela, RB",3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,110,104,117
VEN,"Venezuela, RB",3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.58,3.65,3.61
VEN,"Venezuela, RB",3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,127,124,130
